,Site,Stream,Watershed,Date,Year,Month,Obsw,ObservedFlow,Drainage area,Base-flow index ,Soil bulk density,surficial geology contacts ,Cropland cover,Number of water diversions ,Elevation,Evapotranspiration_00 ,Evapotranspiration_01,Evapotranspiration_03,Evapotranspiration_06,Evapotranspiration_09,Evapotranspiration_12,bedrock geology faults ,Forest cover,hydraulic conductivity,Precipitation_00,Precipitation_01,Precipitation_03,Precipitation_06,Precipitation_09,Precipitation_12,Depth to soil restrictive layer,Number of roads,Slope,Slope-area ratio,Number of springs,permeability index ,Snow water equivalent_00,Snow water equivalent_01,Snow water equivalent_03,Snow water equivalent_06,Snow water equivalent_09,Snow water equivalent_12,Temperature_00,Temperature_01,Temperature_03,Temperature_06,Temperature_09,Temperature_12,water content ,Depth to water table,Number of water wells ,Wetland cover
594,20,8142,2,201508,2015,8,1.9,0.053801501,55.5555,74.039,1.328,35.205088,0,0.009455,2637.781272,68.57,89.554,82.985,51.532,36.45,37.87,13.707583,26.584,0.133,25.827,38.834,54.828,49.579,61.01,64.047,132.456,57.508076,20.228,0.202,0.00338,0.587,0,0,17.466,46.993,47.874,36.855,13.496,13.046,11.004,5.958,2.73,4.125,0.488,10.91,0.216461,1.062
595,21,15233,3,201508,2015,8,1.5,0.042474869,47.0085,74.032,1.357,4.954185,0.892,0.079393,2612.454788,77.509,95.225,87.829,54.618,38.588,41.037,9.132659,39.056,0.259,27.498,41.03,56.4,50.654,61.036,64.594,129.104,35.595576,22.128,0.217,0.007398,0.678,0,0,26.541,51.144,49.762,38.289,13.692,13.221,11.134,6.099,2.867,4.254,0.486,9.958,0.103545,2.211
596,22,15267,3,201508,2015,8,1.7,0.048138185,93.9134,74.089,1.361,13.673015,0.53,0.069482,2566.285969,73.302,91.139,85.076,52.488,37.121,39.704,15.976291,30.731,0.3,27.864,41.042,55.333,48.024,55.167,60.107,129.985,102.063472,20.296,0.2,0.016432,0.657,0,0,17.169,36.882,36.711,28.244,13.861,13.395,11.326,6.275,3.014,4.404,0.483,8.872,0.412951,1.191
597,23,12579,2,201508,2015,8,1.7,0.048138185,68.06779,73.996,1.335,0.641289,0.383,0.019698,2577.862933,62.631,85.197,78.523,48.459,34.269,35.918,0.545562,21.823,0.162,25.161,37.713,53.166,47.224,56.879,60.506,131.359,71.741432,19.33,0.197,0.139964,0.763,0,0,14.255,39.679,40.754,31.373,13.598,13.168,11.153,6.074,2.805,4.208,0.487,10.192,1.397095,1.232
598,24,12629,3,201508,2015,8,1.6,0.045306527,106.04755,74.062,1.362,4.420734,0.47,0.001272,2534.887931,68.873,87.698,81.977,50.403,35.632,38.255,1.693204,27.246,0.301,27.2,39.946,53.959,46.403,52.73,57.905,129.685,105.179256,19.695,0.195,0.076601,0.779,0,0,15.204,33.4,33.473,25.753,13.916,13.47,11.425,6.342,3.046,4.443,0.483,8.565,0.994754,1.056
599,25,13504,3,201508,2015,8,1.8925,0.053589126,43.21674,74.035,1.356,25.01365,0.099,0,2639.848801,80.867,98.626,90.422,56.408,39.867,42.423,5.98E-04,42.47,0.252,27.808,41.629,57.252,51.804,62.966,66.261,128.737,76.346712,23.186,0.225,0.084333,0.585,0,0,28.868,55.103,53.402,41.089,13.649,13.167,11.065,6.046,2.833,4.216,0.487,10.243,3.31E-04,1.153
600,26,12729,3,201508,2015,8,1.912,0.0541413,106.03201,74.062,1.362,4.725495,0.47,0.00136,2534.933943,68.877,87.701,81.98,50.405,35.634,38.257,1.809932,27.249,0.301,27.201,39.948,53.961,46.405,52.733,57.908,129.689,108.3162,19.698,0.195,0.081882,0.779,0,0,15.207,33.404,33.476,25.755,13.916,13.47,11.425,6.342,3.046,4.443,0.483,8.566,1.063332,1.055
601,27,8545,2,201508,2015,8,2.448,0.069318986,53.87977,74.041,1.328,40.890284,0,0.033558,2645.209173,69.252,89.993,83.567,51.933,36.742,38.1,8.644166,27.232,0.13,25.902,38.967,55.029,49.883,61.558,64.515,132.64,106.914408,19.76,0.194,0.011999,0.571,0,0,18.009,48.191,49.034,37.748,13.486,13.033,10.988,5.944,2.72,4.115,0.488,10.979,0.768222,1.074
602,29,3731,1,201508,2015,8,0.6785,0.019212799,8.87334,74.319,1.342,15.549802,0,0,2700.634363,75.124,97.8,86.218,53.261,37.717,37.779,1.274918,51.987,0.152,26.618,40.015,57.45,53.689,68.374,70.544,129.499,26.50338,26.422,0.22,0,0.323,0,0,22.124,56.874,59.862,46.085,13.161,12.686,10.65,5.628,2.464,3.852,0.493,11.42,2.10E-05,0.588
603,30,3463,1,201508,2015,8,1.0425,0.029520034,10.36259,74.489,1.349,21.079586,1.12,0,2676.579204,68.154,93.954,83.634,51.102,36.037,35.811,0.151051,38.631,0.124,27.141,40.374,58.02,54.433,69.464,71.541,129.433,22.604268,25.697,0.246,0,0.175,0,0,17.94,54.352,58.43,44.962,13.117,12.643,10.615,5.588,2.423,3.812,0.49,10.199,0,0.486
604,31,3518,1,201508,2015,8,2.2835,0.064660909,26.75211,74.182,1.327,39.109044,1.863,0.344153,2699.629105,75.992,96.851,87.842,54.508,38.605,39.007,3.917338,38.992,0.127,26.265,39.682,56.76,52.584,66.409,68.8,131.116,69.386744,24.91,0.218,0,0.403,0,0,21.804,55.799,58.005,44.662,13.209,12.744,10.72,5.691,2.508,3.898,0.496,11.255,0.121717,1.251
605,32,9561,3,201508,2015,8,0.816,0.023106329,10.32374,74.01,1.328,0,0,0,2776.910889,86.726,107.237,97.214,61.293,43.342,44.676,0.031827,57.501,0.055,27.557,41.748,58.296,54.202,68.268,70.568,126.602,3.434301,28.782,0.282,0,0.285,0,0,37.938,69.567,67.177,51.703,13.541,13.033,10.895,5.892,2.705,4.083,0.498,12.469,0.012164,0.052
606,34,4793,1,201508,2015,8,1.141,0.032309217,12.03573,74.079,1.318,23.990222,0,0,2821.221233,82.677,100.808,92.716,58.135,41.117,41.884,0.054465,39.811,0.077,27.879,41.273,59.21,56.22,72.51,74.184,129.789,29.851898,28.858,0.243,0,0.342,0,0,32.053,71.453,72.162,55.577,13.194,12.692,10.599,5.595,2.451,3.83,0.502,12.204,0,0
607,56,13985,3,201508,2015,8,0.831,0.023531077,43.80208,74.034,1.356,15.685757,0.324,0.765927,2635.713743,80.25,97.982,89.935,56.078,39.631,42.185,6.248349,41.902,0.252,27.76,41.537,57.123,51.63,62.674,66.007,128.776,75.064632,23.079,0.224,0.052884,0.597,0,0,28.482,54.439,52.795,40.622,13.655,13.174,11.075,6.054,2.838,4.221,0.487,10.209,2.08E-04,1.257
608,58,10994,2,201508,2015,8,1.474,0.041738638,65.01418,74.014,1.333,2.034933,0.376,0.063256,2591.68047,63.726,86.185,79.576,49.169,34.781,36.367,0.607679,22.848,0.157,25.326,38.007,53.61,47.825,57.909,61.392,131.938,83.056752,19.594,0.198,0.449465,0.728,0,0,14.925,41.21,42.255,32.529,13.567,13.131,11.11,6.041,2.785,4.186,0.487,10.383,1.466563,1.252
609,59,9811,2,201508,2015,8,1.386,0.039246779,63.13902,74.026,1.332,4.682346,0.138,0.145551,2600.854819,64.583,86.874,80.268,49.642,35.117,36.675,1.341155,23.526,0.153,25.433,38.192,53.888,48.207,58.567,61.957,132.177,86.907016,19.744,0.199,3.17E-04,0.701,0,0,15.368,42.243,43.264,33.305,13.549,13.109,11.084,6.022,2.772,4.172,0.487,10.524,1.097257,1.04
610,98,10864,3,201508,2015,8,5.255,0.148803625,202.32044,73.753,1.359,8.596476,1.428,0.020987,2507.223849,61.76,82.931,77.374,47.363,33.455,35.891,4.55E-04,21.668,0.289,25.442,37.554,51.665,44.353,50.683,55.622,125.471,46.319672,19.137,0.197,4.40E-05,0.944,0,0,12.765,31.598,32.213,24.789,13.936,13.516,11.5,6.373,3.033,4.444,0.482,9.076,0.123247,1.032
611,25,13504,3,201509,2015,9,1.647,0.046637406,43.21674,74.035,1.356,25.01365,0.099,0,2639.848801,19.83,50.349,77.909,59.209,41.502,35.34,5.98E-04,42.47,0.252,42.942,35.375,38.8,50.21,56.049,62.134,128.737,76.346712,23.186,0.225,0.084333,0.585,0,0,5.961,39.426,53.402,41.089,10.824,12.236,12.521,8.099,4.302,4.124,0.487,10.243,3.31E-04,1.153
612,26,12729,3,201509,2015,9,1.682,0.047628486,106.03201,74.062,1.362,4.725495,0.47,0.00136,2534.933943,14.141,41.509,69.287,52.406,36.726,31.301,1.809932,27.249,0.301,38.503,32.852,36.183,46.085,47.984,53.474,129.689,108.3162,19.698,0.195,0.081882,0.779,0,0,2.603,23.128,33.476,25.755,11.068,12.492,12.828,8.422,4.522,4.344,0.483,8.566,1.063332,1.055
613,27,8545,2,201509,2015,9,1.207,0.034178111,53.87977,74.041,1.328,40.890284,0,0.033558,2645.209173,12.594,40.923,70.398,53.732,37.616,31.698,8.644166,27.232,0.13,40.796,33.349,36.842,48.125,54.648,60.655,132.64,106.914408,19.76,0.194,0.011999,0.571,0,0,3.236,31.719,49.034,37.748,10.663,12.075,12.385,7.997,4.171,4.015,0.488,10.979,0.768222,1.074
614,29,3731,1,201509,2015,9,0.627,0.017754495,8.87334,74.319,1.342,15.549802,0,0,2700.634363,17.16,46.142,75.625,55.713,39.003,32.901,1.274918,51.987,0.152,43.649,35.133,38.709,51.097,60.001,66.689,129.499,26.50338,26.422,0.22,0,0.323,0,0,1.963,35.464,59.862,46.085,10.366,11.764,12.05,7.669,3.896,3.752,0.493,11.42,2.10E-05,0.588
615,30,3463,1,201509,2015,9,0.813,0.023021379,10.36259,74.489,1.349,21.079586,1.12,0,2676.579204,11.379,39.766,71.658,52.728,36.91,30.995,0.151051,38.631,0.124,44.16,35.65,39.099,51.706,60.869,67.657,129.433,22.604268,25.697,0.246,0,0.175,0,0,1.456,32.476,58.43,44.962,10.307,11.712,12.006,7.627,3.852,3.708,0.49,10.199,0,0.486
616,31,3518,1,201509,2015,9,2.078,0.058841852,26.75211,74.182,1.327,39.109044,1.863,0.344153,2699.629105,17.558,46.775,75.478,57.016,39.914,33.725,3.917338,38.992,0.127,42.878,34.572,38.21,50.239,58.479,64.959,131.116,69.386744,24.91,0.218,0,0.403,0,0,2.195,35.563,58.005,44.662,10.406,11.808,12.107,7.732,3.942,3.796,0.496,11.255,0.121717,1.251
617,32,9561,3,201509,2015,9,0.388,0.010986833,10.32374,74.01,1.328,0,0,0,2776.910889,19.819,53.272,83.428,64.124,44.907,38.113,0.031827,57.501,0.055,44.628,36.092,39.51,51.802,60.177,66.608,126.602,3.434301,28.782,0.282,0,0.285,0,0,6.994,50.395,67.177,51.703,10.73,12.136,12.39,7.941,4.181,3.996,0.498,12.469,0.012164,0.052
618,34,4793,1,201509,2015,9,1.458,0.041285573,12.03573,74.079,1.318,23.990222,0,0,2821.221233,20.77,51.724,78.314,61.102,42.771,36.124,0.054465,39.811,0.077,45.885,36.882,40.003,53.173,63.419,70.273,129.789,29.851898,28.858,0.243,0,0.342,0,0,3.43,48.333,72.162,55.577,10.397,11.796,12.054,7.634,3.896,3.736,0.502,12.204,0,0
619,1,3343,1,201511,2015,11,1.1,0.031148237,8.41491,74.545,1.35,0.018151,0,0,2739.968432,0.217,0.472,21.209,50.888,38.175,29.505,3.961169,46.914,0.124,84.116,54.977,46.135,56.505,55.629,69.001,127.688,45.989652,28.38,0.272,0,0.178,0,0,0,12.625,43.402,50.762,-5.074,0.459,6.066,7.599,4.964,2.68,0.49,10.354,0,0.074
620,2,3676,1,201511,2015,11,0.42,0.011892963,7.85806,74.314,1.343,10.62094,0,0,2737.257738,0.277,1.208,24.554,52.931,39.986,31.069,8.715755,56.884,0.146,78.815,51.858,43.908,54.542,53.362,65.755,128.517,21.650166,28.175,0.232,0,0.336,0,0,0,14.273,42.766,49.116,-5.029,0.527,6.138,7.684,5.05,2.752,0.493,11.654,1.49E-04,0
621,3,3306,1,201511,2015,11,0.59,0.016706782,9.25407,74.548,1.35,13.702851,0,0,2711.805222,0.282,0.471,20.71,50.325,37.673,29.145,0.97681,43.264,0.124,81.037,53.213,44.875,55.399,54.34,67.117,128.441,23.911052,27.347,0.262,0,0.161,0,0,0,11.481,41.323,48.576,-5.061,0.484,6.088,7.637,5,2.705,0.49,10.319,0,0.068
622,4,4760,1,201511,2015,11,0.98,0.027750248,12.37502,74.077,1.319,21.876136,0,0,2812.510002,0.169,0.64,25.984,55.945,42.742,33.205,0.031951,39.968,0.08,80.855,52.869,44.782,55.345,54.287,67.05,129.875,23.256696,28.666,0.242,0,0.333,0,0,0,17.815,49.184,54.672,-5.023,0.534,6.167,7.701,5.07,2.773,0.502,12.096,0,0
623,5,3707,1,201511,2015,11,0.33,0.009344471,8.73089,74.324,1.342,23.903158,0,0,2705.97873,0.318,1.13,23.751,52.17,39.338,30.592,1.966422,52.839,0.15,75.848,50.165,42.705,53.489,52.129,63.937,129.38,19.525062,26.656,0.221,0,0.302,0,0,0,12.849,40.311,46.591,-5.017,0.549,6.155,7.719,5.082,2.774,0.493,11.512,3.30E-05,0.597
624,6,4539,1,201511,2015,11,0.63,0.017839445,13.23749,74.072,1.32,26.82162,0.618,0,2789.867206,0.268,0.674,25.528,55.468,42.335,32.887,16.896586,38.441,0.086,78.961,51.788,44.01,54.663,53.49,65.877,130.369,50.09972,27.84,0.239,0,0.346,0,0,0,16.657,47.048,52.495,-5.014,0.55,6.179,7.723,5.091,2.788,0.501,11.808,0,0.278
625,7,3458,1,201511,2015,11,0.77,0.021803766,9.80056,74.517,1.35,24.249166,0.018,0,2693.994663,0.343,0.492,20.394,49.928,37.333,28.904,0.371527,40.848,0.123,79.035,52.075,44.08,54.704,53.522,65.897,128.971,32.880008,26.565,0.255,0,0.152,0,0,0,10.84,39.695,46.798,-5.052,0.499,6.101,7.661,5.022,2.721,0.49,10.288,0,0.064
626,8,7775,2,201511,2015,11,0.13,0.003681155,7.95389,74.153,1.317,3.10E-05,0,0,2853.421476,0.649,1.092,25.094,56.066,43.242,33.646,0.028028,40.45,0.031,77.197,50.346,43.2,54.08,52.825,64.912,131.349,5.091773,27.402,0.235,0,0.411,0.341,0.17,0.085,25.2,56.619,59.782,-4.961,0.651,6.326,7.862,5.236,2.914,0.502,13.218,0.006955,0
627,9,11411,3,201511,2015,11,0.7,0.019821606,10.62677,74.029,1.349,20.91307,0,0,2766.276167,1.962,3.164,33.834,64.754,49.997,38.763,0.001548,66.977,0.287,75.125,49.356,43.26,54.668,53.081,64.08,124.85,27.284648,28.517,0.266,0.321958,0.553,0.091,0.046,0.023,27.801,54.545,56.082,-4.833,0.779,6.484,8.002,5.383,3.064,0.49,11.887,0.010847,0.067
628,10,3770,1,201511,2015,11,1.5,0.042474869,16.55269,74.123,1.319,21.963214,3.006,0.765928,2724.230403,0.465,0.742,24.344,54.09,41.156,31.997,7.525505,34.988,0.106,73.169,48.498,41.647,52.585,51.06,62.31,131.61,75.090032,24.801,0.215,0,0.376,0,0,0,13.359,41.136,46.567,-4.992,0.59,6.208,7.784,5.147,2.827,0.497,11.329,0.270866,1.506
629,11,3747,1,201511,2015,11,0.42,0.011892963,8.88111,74.319,1.342,14.546945,0,0,2700.321282,0.356,1.145,23.638,52.039,39.222,30.505,1.192694,51.94,0.152,75.308,49.86,42.493,53.304,51.911,63.609,129.505,27.912134,26.408,0.22,0,0.325,0,0,0,12.631,39.783,46.017,-5.015,0.553,6.158,7.725,5.087,2.778,0.493,11.411,2.00E-05,0.587
630,12,3486,1,201511,2015,11,0.69,0.01953844,10.37554,74.488,1.349,19.720094,1.162,0,2676.162098,0.483,0.615,20.188,49.586,37.026,28.686,0.141309,38.584,0.124,76.961,50.904,43.272,53.999,52.686,64.638,129.439,25.850222,25.677,0.246,0,0.178,0,0,0,10.239,38.01,44.904,-5.043,0.513,6.112,7.685,5.045,2.736,0.49,10.187,0,0.485
631,13,3510,1,201511,2015,11,1.8,0.050969843,26.76247,74.182,1.327,38.721064,1.863,0.33287,2699.482067,0.617,1.047,23.908,52.999,40.117,31.205,3.788912,38.976,0.126,72.28,48.056,41.313,52.288,50.705,61.769,131.117,68.418896,24.903,0.218,0,0.404,0,0,0,12.455,39.046,44.605,-4.994,0.586,6.197,7.779,5.141,2.82,0.496,11.253,0.117726,1.251
632,14,7390,2,201511,2015,11,0.19,0.00538015,9.65811,74.126,1.325,9.866571,0,0,2779.248488,0.604,0.952,23.565,54.02,41.336,32.134,0.003548,34.072,0.054,73.465,48.257,41.792,52.797,51.291,62.542,132.178,43.636744,24.639,0.218,0,0.413,0.281,0.141,0.07,20.756,49.707,52.939,-4.922,0.699,6.366,7.919,5.29,2.96,0.499,12.395,0.191866,0.102
